					Ab	Ab	Ab	Ab	Ab	Ab	A	A	A	A	A	A	Bb	Bb	Bb	Bb	Bb	Bb	B	B	B	B	B	B	C	C	C	C	C	C	Db	Db	Db	Db	Db	Db	D	D	D	D	D	D	Eb	Eb	Eb	Eb	Eb	Eb	E	E	E	E	E	E	F	F	F	F	F	F	Fs	Fs	Fs	Fs	Fs	Fs	G	G	G	G	G	G	Tags		NOTE: Columns marked with '*' should not be exported.		
					Gsm	Gsm	Gsm	Gsm	Gsm	Gsm	Am	Am	Am	Am	Am	Am	Bbm	Bbm	Bbm	Bbm	Bbm	Bbm	Bm	Bm	Bm	Bm	Bm	Bm	Cm	Cm	Cm	Cm	Cm	Cm	Csm	Csm	Csm	Csm	Csm	Csm	Dm	Dm	Dm	Dm	Dm	Dm	Ebm	Ebm	Ebm	Ebm	Ebm	Ebm	Em	Em	Em	Em	Em	Em	Fm	Fm	Fm	Fm	Fm	Fm	Fsm	Fsm	Fsm	Fsm	Fsm	Fsm	Gm	Gm	Gm	Gm	Gm	Gm	Tags				
Serial	Use Chromatics	Is Minor	Octave	Tone Number	Ab	0	0	0	0	0	A	1	1	1	1	1	Bb	2	2	2	2	2	B	3	3	3	3	3	C	4	4	4	4	4	Db	5	5	5	5	5	D	6	6	6	6	6	Eb	7	7	7	7	7	E	8	8	8	8	8	F	9	9	9	9	9	Fs	10	10	10	10	10	G	11	11	11	11	11	Tags		* Octave Number	* Steps from Tonic	* Is Chromatic Extension
					Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Cadence	File(s)	Tone	File(s)	Resolution	File(s)	Tags				
																																																																													__tmp__				
[3. The Major Scale]																																																																													__tmp__				
major_o5_n5			5th Octave	5	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:63.mp3]	63.mp3	[sound:63.mp3][sound:65.mp3][sound:67.mp3][sound:68.mp3]	63.mp3,65.mp3,67.mp3,68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:64.mp3]	64.mp3	[sound:64.mp3][sound:66.mp3][sound:68.mp3][sound:69.mp3]	64.mp3,66.mp3,68.mp3,69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:65.mp3]	65.mp3	[sound:65.mp3][sound:67.mp3][sound:69.mp3][sound:70.mp3]	65.mp3,67.mp3,69.mp3,70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:66.mp3]	66.mp3	[sound:66.mp3][sound:68.mp3][sound:70.mp3][sound:71.mp3]	66.mp3,68.mp3,70.mp3,71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:67.mp3]	67.mp3	[sound:67.mp3][sound:69.mp3][sound:71.mp3][sound:72.mp3]	67.mp3,69.mp3,71.mp3,72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:68.mp3]	68.mp3	[sound:68.mp3][sound:70.mp3][sound:72.mp3][sound:73.mp3]	68.mp3,70.mp3,72.mp3,73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:69.mp3]	69.mp3	[sound:69.mp3][sound:71.mp3][sound:73.mp3][sound:74.mp3]	69.mp3,71.mp3,73.mp3,74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:70.mp3]	70.mp3	[sound:70.mp3][sound:72.mp3][sound:74.mp3][sound:75.mp3]	70.mp3,72.mp3,74.mp3,75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:71.mp3]	71.mp3	[sound:71.mp3][sound:73.mp3][sound:75.mp3][sound:76.mp3]	71.mp3,73.mp3,75.mp3,76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:72.mp3]	72.mp3	[sound:72.mp3][sound:74.mp3][sound:76.mp3][sound:77.mp3]	72.mp3,74.mp3,76.mp3,77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3][sound:75.mp3][sound:77.mp3][sound:78.mp3]	73.mp3,75.mp3,77.mp3,78.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3][sound:76.mp3][sound:78.mp3][sound:79.mp3]	74.mp3,76.mp3,78.mp3,79.mp3	major_scale octave_5 tone_5		5	7	
major_o5_n6			5th Octave	6	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:65.mp3]	65.mp3	[sound:65.mp3][sound:67.mp3][sound:68.mp3]	65.mp3,67.mp3,68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:66.mp3]	66.mp3	[sound:66.mp3][sound:68.mp3][sound:69.mp3]	66.mp3,68.mp3,69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:67.mp3]	67.mp3	[sound:67.mp3][sound:69.mp3][sound:70.mp3]	67.mp3,69.mp3,70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:68.mp3]	68.mp3	[sound:68.mp3][sound:70.mp3][sound:71.mp3]	68.mp3,70.mp3,71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:69.mp3]	69.mp3	[sound:69.mp3][sound:71.mp3][sound:72.mp3]	69.mp3,71.mp3,72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:70.mp3]	70.mp3	[sound:70.mp3][sound:72.mp3][sound:73.mp3]	70.mp3,72.mp3,73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:71.mp3]	71.mp3	[sound:71.mp3][sound:73.mp3][sound:74.mp3]	71.mp3,73.mp3,74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:72.mp3]	72.mp3	[sound:72.mp3][sound:74.mp3][sound:75.mp3]	72.mp3,74.mp3,75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3][sound:75.mp3][sound:76.mp3]	73.mp3,75.mp3,76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3][sound:76.mp3][sound:77.mp3]	74.mp3,76.mp3,77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3][sound:77.mp3][sound:78.mp3]	75.mp3,77.mp3,78.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3][sound:78.mp3][sound:79.mp3]	76.mp3,78.mp3,79.mp3	major_scale octave_5 tone_6		5	9	
major_o5_n7			5th Octave	7	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:67.mp3]	67.mp3	[sound:67.mp3][sound:68.mp3]	67.mp3,68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:68.mp3]	68.mp3	[sound:68.mp3][sound:69.mp3]	68.mp3,69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:69.mp3]	69.mp3	[sound:69.mp3][sound:70.mp3]	69.mp3,70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:70.mp3]	70.mp3	[sound:70.mp3][sound:71.mp3]	70.mp3,71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:71.mp3]	71.mp3	[sound:71.mp3][sound:72.mp3]	71.mp3,72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:72.mp3]	72.mp3	[sound:72.mp3][sound:73.mp3]	72.mp3,73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3][sound:74.mp3]	73.mp3,74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3][sound:75.mp3]	74.mp3,75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3][sound:76.mp3]	75.mp3,76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3][sound:77.mp3]	76.mp3,77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3][sound:78.mp3]	77.mp3,78.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3][sound:79.mp3]	78.mp3,79.mp3	major_scale octave_5 tone_7		5	11	
																																																																													__tmp__				
major_o6_n1			6th Octave	1	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:68.mp3]	68.mp3	[sound:68.mp3]	68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:69.mp3]	69.mp3	[sound:69.mp3]	69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:70.mp3]	70.mp3	[sound:70.mp3]	70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:71.mp3]	71.mp3	[sound:71.mp3]	71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:72.mp3]	72.mp3	[sound:72.mp3]	72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3]	73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3]	74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3]	75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3]	76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3]	77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3]	78.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:79.mp3]	79.mp3	[sound:79.mp3]	79.mp3	major_scale octave_6 tone_1		6	0	
major_o6_n2			6th Octave	2	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:70.mp3]	70.mp3	[sound:70.mp3][sound:68.mp3]	70.mp3,68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:71.mp3]	71.mp3	[sound:71.mp3][sound:69.mp3]	71.mp3,69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:72.mp3]	72.mp3	[sound:72.mp3][sound:70.mp3]	72.mp3,70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3][sound:71.mp3]	73.mp3,71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3][sound:72.mp3]	74.mp3,72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3][sound:73.mp3]	75.mp3,73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3][sound:74.mp3]	76.mp3,74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3][sound:75.mp3]	77.mp3,75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3][sound:76.mp3]	78.mp3,76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:79.mp3]	79.mp3	[sound:79.mp3][sound:77.mp3]	79.mp3,77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:80.mp3]	80.mp3	[sound:80.mp3][sound:78.mp3]	80.mp3,78.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:81.mp3]	81.mp3	[sound:81.mp3][sound:79.mp3]	81.mp3,79.mp3	major_scale octave_6 tone_2		6	2	
major_o6_n3			6th Octave	3	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:72.mp3]	72.mp3	[sound:72.mp3][sound:70.mp3][sound:68.mp3]	72.mp3,70.mp3,68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3][sound:71.mp3][sound:69.mp3]	73.mp3,71.mp3,69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3][sound:72.mp3][sound:70.mp3]	74.mp3,72.mp3,70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3][sound:73.mp3][sound:71.mp3]	75.mp3,73.mp3,71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3][sound:74.mp3][sound:72.mp3]	76.mp3,74.mp3,72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3][sound:75.mp3][sound:73.mp3]	77.mp3,75.mp3,73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3][sound:76.mp3][sound:74.mp3]	78.mp3,76.mp3,74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:79.mp3]	79.mp3	[sound:79.mp3][sound:77.mp3][sound:75.mp3]	79.mp3,77.mp3,75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:80.mp3]	80.mp3	[sound:80.mp3][sound:78.mp3][sound:76.mp3]	80.mp3,78.mp3,76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:81.mp3]	81.mp3	[sound:81.mp3][sound:79.mp3][sound:77.mp3]	81.mp3,79.mp3,77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:82.mp3]	82.mp3	[sound:82.mp3][sound:80.mp3][sound:78.mp3]	82.mp3,80.mp3,78.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:83.mp3]	83.mp3	[sound:83.mp3][sound:81.mp3][sound:79.mp3]	83.mp3,81.mp3,79.mp3	major_scale octave_6 tone_3		6	4	
major_o6_n4			6th Octave	4	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:73.mp3]	73.mp3	[sound:73.mp3][sound:72.mp3][sound:70.mp3][sound:68.mp3]	73.mp3,72.mp3,70.mp3,68.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:74.mp3]	74.mp3	[sound:74.mp3][sound:73.mp3][sound:71.mp3][sound:69.mp3]	74.mp3,73.mp3,71.mp3,69.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3][sound:74.mp3][sound:72.mp3][sound:70.mp3]	75.mp3,74.mp3,72.mp3,70.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3][sound:75.mp3][sound:73.mp3][sound:71.mp3]	76.mp3,75.mp3,73.mp3,71.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3][sound:76.mp3][sound:74.mp3][sound:72.mp3]	77.mp3,76.mp3,74.mp3,72.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3][sound:77.mp3][sound:75.mp3][sound:73.mp3]	78.mp3,77.mp3,75.mp3,73.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:79.mp3]	79.mp3	[sound:79.mp3][sound:78.mp3][sound:76.mp3][sound:74.mp3]	79.mp3,78.mp3,76.mp3,74.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:80.mp3]	80.mp3	[sound:80.mp3][sound:79.mp3][sound:77.mp3][sound:75.mp3]	80.mp3,79.mp3,77.mp3,75.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:81.mp3]	81.mp3	[sound:81.mp3][sound:80.mp3][sound:78.mp3][sound:76.mp3]	81.mp3,80.mp3,78.mp3,76.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:82.mp3]	82.mp3	[sound:82.mp3][sound:81.mp3][sound:79.mp3][sound:77.mp3]	82.mp3,81.mp3,79.mp3,77.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:83.mp3]	83.mp3	[sound:83.mp3][sound:82.mp3][sound:80.mp3][sound:78.mp3]	83.mp3,82.mp3,80.mp3,78.mp3	[sound:1451_G.mp3]	1451_G.mp3					major_scale octave_6 tone_4		6	5	
major_o6_n5			6th Octave	5	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:75.mp3]	75.mp3	[sound:75.mp3][sound:77.mp3][sound:79.mp3][sound:80.mp3]	75.mp3,77.mp3,79.mp3,80.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:76.mp3]	76.mp3	[sound:76.mp3][sound:78.mp3][sound:80.mp3][sound:81.mp3]	76.mp3,78.mp3,80.mp3,81.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3][sound:79.mp3][sound:81.mp3][sound:82.mp3]	77.mp3,79.mp3,81.mp3,82.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3][sound:80.mp3][sound:82.mp3][sound:83.mp3]	78.mp3,80.mp3,82.mp3,83.mp3	[sound:1451_C.mp3]	1451_C.mp3					[sound:1451_Db.mp3]	1451_Db.mp3					[sound:1451_D.mp3]	1451_D.mp3					[sound:1451_Eb.mp3]	1451_Eb.mp3					[sound:1451_E.mp3]	1451_E.mp3					[sound:1451_F.mp3]	1451_F.mp3					[sound:1451_Fs.mp3]	1451_Fs.mp3					[sound:1451_G.mp3]	1451_G.mp3					major_scale octave_6 tone_5		6	7	
major_o6_n6			6th Octave	6	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:77.mp3]	77.mp3	[sound:77.mp3][sound:79.mp3][sound:80.mp3]	77.mp3,79.mp3,80.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:78.mp3]	78.mp3	[sound:78.mp3][sound:80.mp3][sound:81.mp3]	78.mp3,80.mp3,81.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:79.mp3]	79.mp3	[sound:79.mp3][sound:81.mp3][sound:82.mp3]	79.mp3,81.mp3,82.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:80.mp3]	80.mp3	[sound:80.mp3][sound:82.mp3][sound:83.mp3]	80.mp3,82.mp3,83.mp3	[sound:1451_C.mp3]	1451_C.mp3					[sound:1451_Db.mp3]	1451_Db.mp3					[sound:1451_D.mp3]	1451_D.mp3					[sound:1451_Eb.mp3]	1451_Eb.mp3					[sound:1451_E.mp3]	1451_E.mp3					[sound:1451_F.mp3]	1451_F.mp3					[sound:1451_Fs.mp3]	1451_Fs.mp3					[sound:1451_G.mp3]	1451_G.mp3					major_scale octave_6 tone_6		6	9	
major_o6_n7			6th Octave	7	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:79.mp3]	79.mp3	[sound:79.mp3][sound:80.mp3]	79.mp3,80.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:80.mp3]	80.mp3	[sound:80.mp3][sound:81.mp3]	80.mp3,81.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:81.mp3]	81.mp3	[sound:81.mp3][sound:82.mp3]	81.mp3,82.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:82.mp3]	82.mp3	[sound:82.mp3][sound:83.mp3]	82.mp3,83.mp3	[sound:1451_C.mp3]	1451_C.mp3					[sound:1451_Db.mp3]	1451_Db.mp3					[sound:1451_D.mp3]	1451_D.mp3					[sound:1451_Eb.mp3]	1451_Eb.mp3					[sound:1451_E.mp3]	1451_E.mp3					[sound:1451_F.mp3]	1451_F.mp3					[sound:1451_Fs.mp3]	1451_Fs.mp3					[sound:1451_G.mp3]	1451_G.mp3					major_scale octave_6 tone_7		6	11	
																																																																													__tmp__				
major_o7_n1			7th Octave	1	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:80.mp3]	80.mp3	[sound:80.mp3]	80.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:81.mp3]	81.mp3	[sound:81.mp3]	81.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:82.mp3]	82.mp3	[sound:82.mp3]	82.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:83.mp3]	83.mp3	[sound:83.mp3]	83.mp3	[sound:1451_C.mp3]	1451_C.mp3					[sound:1451_Db.mp3]	1451_Db.mp3					[sound:1451_D.mp3]	1451_D.mp3					[sound:1451_Eb.mp3]	1451_Eb.mp3					[sound:1451_E.mp3]	1451_E.mp3					[sound:1451_F.mp3]	1451_F.mp3					[sound:1451_Fs.mp3]	1451_Fs.mp3					[sound:1451_G.mp3]	1451_G.mp3					major_scale octave_7 tone_1		7	0	
																																																																													__tmp__				
major_o2_n1			2nd Octave	1	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:20.mp3]	20.mp3	[sound:20.mp3]	20.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:21.mp3]	21.mp3	[sound:21.mp3]	21.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:22.mp3]	22.mp3	[sound:22.mp3]	22.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:23.mp3]	23.mp3	[sound:23.mp3]	23.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:24.mp3]	24.mp3	[sound:24.mp3]	24.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:25.mp3]	25.mp3	[sound:25.mp3]	25.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:26.mp3]	26.mp3	[sound:26.mp3]	26.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:27.mp3]	27.mp3	[sound:27.mp3]	27.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:28.mp3]	28.mp3	[sound:28.mp3]	28.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:29.mp3]	29.mp3	[sound:29.mp3]	29.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:30.mp3]	30.mp3	[sound:30.mp3]	30.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:31.mp3]	31.mp3	[sound:31.mp3]	31.mp3	major_scale octave_2 tone_1		2	0	
major_o2_n2			2nd Octave	2	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:22.mp3]	22.mp3	[sound:22.mp3][sound:20.mp3]	22.mp3,20.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:23.mp3]	23.mp3	[sound:23.mp3][sound:21.mp3]	23.mp3,21.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:24.mp3]	24.mp3	[sound:24.mp3][sound:22.mp3]	24.mp3,22.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:25.mp3]	25.mp3	[sound:25.mp3][sound:23.mp3]	25.mp3,23.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:26.mp3]	26.mp3	[sound:26.mp3][sound:24.mp3]	26.mp3,24.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:27.mp3]	27.mp3	[sound:27.mp3][sound:25.mp3]	27.mp3,25.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:28.mp3]	28.mp3	[sound:28.mp3][sound:26.mp3]	28.mp3,26.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:29.mp3]	29.mp3	[sound:29.mp3][sound:27.mp3]	29.mp3,27.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:30.mp3]	30.mp3	[sound:30.mp3][sound:28.mp3]	30.mp3,28.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:31.mp3]	31.mp3	[sound:31.mp3][sound:29.mp3]	31.mp3,29.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:32.mp3]	32.mp3	[sound:32.mp3][sound:30.mp3]	32.mp3,30.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:33.mp3]	33.mp3	[sound:33.mp3][sound:31.mp3]	33.mp3,31.mp3	major_scale octave_2 tone_2		2	2	
major_o2_n3			2nd Octave	3	[sound:1451_Ab.mp3]	1451_Ab.mp3	[sound:24.mp3]	24.mp3	[sound:24.mp3][sound:22.mp3][sound:20.mp3]	24.mp3,22.mp3,20.mp3	[sound:1451_A.mp3]	1451_A.mp3	[sound:25.mp3]	25.mp3	[sound:25.mp3][sound:23.mp3][sound:21.mp3]	25.mp3,23.mp3,21.mp3	[sound:1451_Bb.mp3]	1451_Bb.mp3	[sound:26.mp3]	26.mp3	[sound:26.mp3][sound:24.mp3][sound:22.mp3]	26.mp3,24.mp3,22.mp3	[sound:1451_B.mp3]	1451_B.mp3	[sound:27.mp3]	27.mp3	[sound:27.mp3][sound:25.mp3][sound:23.mp3]	27.mp3,25.mp3,23.mp3	[sound:1451_C.mp3]	1451_C.mp3	[sound:28.mp3]	28.mp3	[sound:28.mp3][sound:26.mp3][sound:24.mp3]	28.mp3,26.mp3,24.mp3	[sound:1451_Db.mp3]	1451_Db.mp3	[sound:29.mp3]	29.mp3	[sound:29.mp3][sound:27.mp3][sound:25.mp3]	29.mp3,27.mp3,25.mp3	[sound:1451_D.mp3]	1451_D.mp3	[sound:30.mp3]	30.mp3	[sound:30.mp3][sound:28.mp3][sound:26.mp3]	30.mp3,28.mp3,26.mp3	[sound:1451_Eb.mp3]	1451_Eb.mp3	[sound:31.mp3]	31.mp3	[sound:31.mp3][sound:29.mp3][sound:27.mp3]	31.mp3,29.mp3,27.mp3	[sound:1451_E.mp3]	1451_E.mp3	[sound:32.mp3]	32.mp3	[sound:32.mp3][sound:30.mp3][sound:28.mp3]	32.mp3,30.mp3,28.mp3	[sound:1451_F.mp3]	1451_F.mp3	[sound:33.mp3]	33.mp3	[sound:33.mp3][sound:31.mp3][sound:29.mp3]	33.mp3,31.mp3,29.mp3	[sound:1451_Fs.mp3]	1451_Fs.mp3	[sound:34.mp3]	34.mp3	[sound:34.mp3][sound:32.mp3][sound:30.mp3]	34.mp3,32.mp3,30.mp3	[sound:1451_G.mp3]	1451_G.mp3	[sound:35.mp3]	35.mp3	[sound:35.mp3][sound:33.mp3][sound:31.mp3]	35.mp3,33.mp3,31.mp3	major_scale octave_2 tone_3		2	4	
